SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2778,3,2,Urban,1964,"AED 2,95,834"
1316,4,3,Urban,2015,"AED 2,14,498"
2793,3,3,Urban,2006,"AED 3,80,637"
2440,2,2,Urban,2016,"AED 2,80,914"
2991,2,1,Urban,1969,"AED 2,90,100"
1189,2,2,Urban,1982,"AED 1,01,066"
2512,2,2,Urban,2021,"AED 2,92,055"
2912,4,1,Suburb,2005,"AED 3,18,847"
2338,2,3,Urban,2005,"AED 2,17,552"
1295,2,2,Suburb,2013,"AED 2,01,638"
1500,5,3,Urban,1997,"AED 1,77,638"
1176,2,2,Urban,1977,"AED 59,684"
1799,4,2,Suburb,1976,"AED 2,01,151"
1805,5,3,Urban,1963,"AED 2,04,281"
1859,5,3,Rural,1953,"AED 2,46,654"
2742,4,1,Urban,1954,"AED 1,60,018"
1214,5,1,Suburb,1953,"AED 64,968"
2879,3,2,Suburb,1964,"AED 3,85,025"
1652,2,2,Suburb,1990,"AED 1,79,462"
1596,3,1,Urban,2005,"AED 1,69,791"
2717,4,1,Rural,2001,"AED 3,20,345"
2355,3,2,Rural,1960,"AED 2,04,481"
1127,4,1,Urban,1968,"AED 1,23,485"
2292,3,3,Suburb,1961,"AED 2,52,085"
1550,2,2,Suburb,1999,"AED 1,13,416"
2558,4,2,Rural,2009,"AED 2,53,723"
2777,4,2,Urban,1960,"AED 2,15,738"
2389,4,2,Rural,2006,"AED 3,26,469"
1618,5,3,Urban,1997,"AED 1,49,150"
1347,2,1,Rural,2018,"AED 1,09,877"
1141,5,2,Suburb,2002,"AED 2,03,567"
2168,5,2,Rural,1996,"AED 2,55,097"
1791,2,2,Urban,1984,"AED 1,90,755"
1244,4,2,Suburb,2000,"AED 1,31,134"
2465,5,3,Rural,2010,"AED 2,87,623"
1702,5,1,Rural,1964,"AED 1,32,890"
2313,4,3,Rural,1973,"AED 3,48,990"
2714,2,2,Urban,1959,"AED 2,28,978"
2135,2,2,Urban,1995,"AED 2,20,107"
1213,2,3,Rural,1968,"AED 66,903"
2673,5,2,Rural,1991,"AED 3,82,135"
2909,2,3,Rural,1967,"AED 2,46,994"
1199,2,3,Suburb,1955,"AED 94,232"
1404,5,1,Suburb,1965,"AED 2,07,062"
1420,2,1,Rural,1974,"AED 1,37,668"
1006,3,1,Suburb,2019,"AED 28,131"
2881,2,1,Suburb,1999,"AED 3,04,973"
2548,2,3,Urban,1983,"AED 3,08,436"
1591,4,2,Suburb,2005,"AED 1,78,891"
1285,5,3,Rural,2011,"AED 1,20,061"
1670,4,2,Suburb,1954,"AED 1,76,708"
1388,3,1,Suburb,1962,"AED 1,91,720"
1415,2,2,Urban,2015,"AED 2,51,576"
1783,4,2,Suburb,1978,"AED 1,87,284"
2006,4,3,Suburb,2020,"AED 2,23,729"
2736,3,1,Rural,2007,"AED 3,39,060"
2173,2,3,Suburb,1976,"AED 2,66,858"
2983,4,2,Urban,1973,"AED 3,73,479"
2014,2,2,Urban,2005,"AED 1,89,280"
1427,3,2,Urban,1986,"AED 1,37,691"
2831,3,3,Rural,1971,"AED 2,65,132"
2004,2,3,Suburb,2016,"AED 1,66,182"
2316,3,3,Suburb,2008,"AED 2,42,877"
1333,5,1,Suburb,1995,"AED 1,62,898"
1271,4,2,Urban,1977,"AED 67,228"
2066,5,3,Urban,1960,"AED 2,44,442"
2491,5,3,Urban,2018,"AED 2,39,682"
1318,3,3,Rural,1969,"AED 1,69,927"
2515,3,3,Urban,1982,"AED 3,03,476"
1526,2,3,Urban,1972,"AED 1,55,354"
1759,5,3,Rural,2012,"AED 2,37,049"
2195,4,3,Rural,2021,"AED 2,02,542"
2753,2,1,Rural,2009,"AED 2,91,217"
2672,2,3,Suburb,1980,"AED 2,30,962"
1320,2,1,Urban,2006,"AED 1,82,290"
1738,3,1,Suburb,1999,"AED 1,68,636"
2067,3,2,Urban,1991,"AED 2,04,247"
2555,2,2,Rural,1973,"AED 2,27,193"
2654,3,1,Suburb,1985,"AED 3,75,013"
1453,3,1,Urban,2019,"AED 1,10,972"
1745,2,3,Rural,2001,"AED 1,78,671"
2993,4,1,Urban,1967,"AED 3,11,397"
2903,4,3,Rural,1983,"AED 2,69,912"
2914,3,3,Rural,1962,"AED 2,43,907"
1928,4,2,Urban,1997,"AED 1,90,777"
1847,4,1,Suburb,1952,"AED 2,35,199"
1867,3,3,Rural,1972,"AED 2,54,274"
1773,4,1,Urban,1972,"AED 2,16,638"
1082,3,3,Rural,2002,"AED 47,473"
1542,5,2,Rural,1979,"AED 1,72,788"
1321,2,3,Suburb,1964,"AED 2,49,423"
1785,4,2,Suburb,1968,"AED 1,96,395"
2257,2,2,Rural,1979,"AED 1,88,339"
1539,2,2,Urban,1996,"AED 1,35,204"
1251,3,2,Urban,1977,"AED 1,21,200"
1835,4,2,Suburb,2012,"AED 2,44,889"
2788,4,1,Rural,2000,"AED 2,71,852"
1448,5,1,Urban,2000,"AED 2,36,303"
2262,4,3,Urban,2008,"AED 2,36,434"
1489,4,2,Urban,2007,"AED 1,87,166"
2905,3,2,Urban,1992,"AED 2,62,244"
1463,2,1,Urban,1977,"AED 2,08,483"
2964,5,1,Rural,1992,"AED 3,35,781"
1313,4,2,Rural,2002,"AED 2,72,671"
2198,4,1,Rural,1978,"AED 2,39,831"
2729,5,1,Urban,1997,"AED 2,63,708"
2203,3,2,Rural,2005,"AED 2,47,915"
2955,4,2,Suburb,2012,"AED 2,90,153"
1384,4,2,Rural,2016,"AED 2,30,185"
1294,5,3,Urban,1993,"AED 10,873"
2238,2,2,Rural,1964,"AED 2,52,510"
1985,4,3,Suburb,2014,"AED 2,44,014"
2738,4,1,Suburb,1988,"AED 2,53,681"
1761,2,2,Urban,1998,"AED 2,47,576"
2897,4,1,Rural,1978,"AED 3,46,769"
1768,2,1,Suburb,1975,"AED 2,03,437"
2098,3,3,Urban,1972,"AED 1,40,576"
1343,2,2,Suburb,1990,"AED 97,727"
2737,2,3,Urban,1997,"AED 3,92,442"
1141,4,1,Suburb,1980,"AED 1,37,311"
1717,4,3,Urban,2004,"AED 2,73,267"
2222,5,2,Rural,1972,"AED 1,81,356"
2942,4,2,Rural,1960,"AED 2,71,054"
2194,4,1,Urban,1989,"AED 2,20,360"
1405,2,2,Suburb,1986,"AED 1,73,006"
2851,3,3,Suburb,1958,"AED 3,59,415"
1227,4,3,Rural,2020,"AED 1,25,883"
1410,2,1,Rural,1967,"AED 2,44,795"
1951,5,1,Urban,1955,"AED 2,54,068"
1897,5,3,Suburb,1971,"AED 2,04,737"
2958,3,1,Urban,1984,"AED 3,15,153"
1690,3,3,Rural,1981,"AED 1,89,264"
1877,3,3,Urban,1967,"AED 2,13,961"
1786,2,3,Urban,1971,"AED 1,67,479"
1061,4,3,Urban,1986,"AED 1,17,776"
2350,2,1,Suburb,1979,"AED 2,31,004"
2739,5,3,Urban,1982,"AED 2,89,570"
2986,5,2,Urban,1994,"AED 3,41,613"
2982,4,1,Rural,1988,"AED 3,38,495"
1878,3,3,Suburb,2015,"AED 2,27,142"
2156,5,1,Rural,1958,"AED 2,61,841"
2607,3,2,Rural,2010,"AED 2,72,755"
2613,2,2,Suburb,1950,"AED 2,67,366"
2212,3,3,Rural,2002,"AED 1,72,769"
1355,2,2,Rural,1995,"AED 1,17,069"
1070,4,3,Rural,1956,"AED 1,45,143"
1262,3,3,Rural,1993,"AED 1,27,917"
1305,4,1,Suburb,1994,"AED 1,12,507"
1557,3,3,Suburb,1953,"AED 3,21,252"
2247,5,3,Urban,1993,"AED 2,96,227"
2351,4,3,Rural,1968,"AED 2,95,657"
1761,3,3,Urban,2014,"AED 1,49,073"
1587,4,3,Urban,1974,"AED 1,75,104"
1073,3,3,Rural,1968,"AED 80,659"
2534,2,3,Suburb,2013,"AED 2,54,557"
1141,4,1,Urban,1996,"AED 1,45,158"
2608,5,1,Rural,1975,"AED 3,06,302"
1101,4,3,Urban,1993,"AED 1,60,046"
2629,2,1,Urban,1977,"AED 2,72,380"
2604,2,3,Urban,2003,"AED 2,63,004"
2088,5,3,Suburb,2002,"AED 2,15,389"
1192,2,2,Urban,1996,"AED 1,37,902"
1952,5,1,Rural,1989,"AED 2,32,585"
2085,3,2,Suburb,1999,"AED 2,59,587"
2555,2,3,Rural,1966,"AED 2,56,585"
2264,3,3,Rural,2014,"AED 2,44,062"
2738,3,3,Rural,1950,"AED 2,34,917"
1409,2,1,Urban,2003,"AED 1,29,619"
1299,5,1,Suburb,2020,"AED 2,16,312"
2218,5,1,Urban,1974,"AED 1,37,859"
1453,5,1,Rural,2017,"AED 1,69,585"
1573,2,2,Urban,1977,"AED 1,70,569"
1618,3,2,Urban,1988,"AED 1,56,081"
1636,4,1,Suburb,1972,"AED 96,217"
1300,4,1,Rural,1980,"AED 1,44,361"
1778,2,2,Rural,2008,"AED 2,31,405"
2479,4,1,Rural,2021,"AED 3,00,599"
1988,3,3,Urban,2015,"AED 2,18,207"
1201,4,3,Urban,1951,"AED 2,16,586"
1673,5,1,Suburb,1977,"AED 2,13,008"
2879,3,1,Suburb,1967,"AED 2,10,534"
1301,2,3,Rural,2003,"AED 1,69,880"
2647,2,1,Urban,1975,"AED 3,42,311"
1336,5,3,Urban,1958,"AED 1,70,517"
1031,4,3,Rural,1988,"AED 1,05,833"
2994,2,1,Suburb,2002,"AED 3,34,396"
2121,2,1,Suburb,1955,"AED 1,92,968"
2782,3,3,Suburb,1986,"AED 2,43,331"
1772,3,1,Urban,2021,"AED 1,58,454"
2214,3,1,Urban,1996,"AED 2,31,082"
2564,3,2,Rural,1996,"AED 2,96,606"
2071,2,2,Suburb,2003,"AED 2,78,378"
2273,3,3,Suburb,1997,"AED 2,73,559"
2249,5,3,Suburb,1995,"AED 98,052"
2295,5,3,Suburb,1984,"AED 2,51,440"
1664,3,2,Rural,2005,"AED 71,732"
2508,3,3,Rural,1957,"AED 2,69,120"
1327,4,3,Rural,1959,"AED 1,60,024"
1796,3,2,Urban,2014,"AED 2,01,772"
2203,2,3,Suburb,2021,"AED 3,37,818"
1813,5,1,Urban,1996,"AED 2,21,188"
1664,5,2,Rural,1993,"AED 1,47,485"
1745,2,3,Rural,1981,"AED 1,89,325"
2046,3,3,Urban,1965,"AED 2,10,708"
1929,4,1,Urban,1982,"AED 1,67,881"
1962,5,2,Urban,1975,"AED 2,84,390"
2629,4,1,Urban,1999,"AED 3,41,534"
2393,5,1,Rural,1971,"AED 2,65,998"
2268,4,3,Urban,1983,"AED 3,48,698"
2825,5,3,Urban,1994,"AED 2,99,604"
2183,4,3,Urban,1969,"AED 2,75,212"
1372,3,1,Urban,1956,"AED 1,73,269"
1284,3,2,Urban,2012,"AED 1,99,352"
1520,2,3,Rural,1966,"AED 2,40,870"
2473,2,1,Urban,2004,"AED 2,42,012"
1696,4,3,Rural,1963,"AED 2,11,726"
1806,4,1,Rural,1965,"AED 3,00,490"
1646,5,2,Suburb,1984,"AED 1,41,586"
2645,2,1,Suburb,1964,"AED 3,38,942"
2604,2,2,Rural,2006,"AED 2,65,384"
1135,5,1,Rural,2019,"AED 1,34,642"
1095,4,2,Rural,1969,"AED 75,454"
2142,2,2,Urban,2005,"AED 1,82,097"
2397,4,2,Rural,1999,"AED 2,56,418"
1273,3,2,Suburb,1982,"AED 99,207"
2893,4,3,Rural,1977,"AED 3,42,856"
1877,3,3,Rural,1961,"AED 2,35,041"
1849,3,1,Suburb,2000,"AED 2,15,676"
2200,5,3,Urban,1961,"AED 2,30,858"
2896,5,2,Rural,1952,"AED 2,66,491"
2772,3,3,Suburb,2021,"AED 3,20,679"
1783,5,2,Urban,2020,"AED 2,00,352"
2300,2,3,Urban,1952,"AED 2,48,887"
2161,2,1,Suburb,2009,"AED 2,60,785"
2897,4,1,Suburb,2015,"AED 3,21,366"
1131,3,2,Rural,2003,"AED 1,16,397"
2067,4,2,Suburb,1981,"AED 3,42,503"
2146,3,3,Suburb,2021,"AED 2,02,885"
2159,3,3,Urban,2020,"AED 1,76,163"
2390,4,2,Suburb,1978,"AED 2,62,345"
1372,4,1,Urban,2016,"AED 1,48,497"
2149,4,1,Rural,1966,"AED 2,53,180"
2462,4,2,Suburb,1964,"AED 2,18,515"
2810,2,1,Suburb,1985,"AED 2,09,443"
2599,3,2,Rural,2006,"AED 3,38,564"
1807,5,3,Suburb,1971,"AED 2,46,785"
1743,3,1,Suburb,1989,"AED 2,20,914"
1050,2,1,Suburb,2016,"AED 67,919"
2160,3,2,Suburb,2019,"AED 2,24,692"
2181,2,3,Suburb,2015,"AED 2,35,732"
1055,3,1,Suburb,1987,"AED 2,06,973"
2616,2,1,Urban,1980,"AED 2,45,150"
1743,5,3,Suburb,2020,"AED 2,45,053"
1427,5,3,Suburb,1963,"AED 1,24,436"
1442,5,2,Rural,1957,"AED 1,82,583"
2934,5,1,Suburb,1988,"AED 3,92,970"
2987,2,1,Rural,1981,"AED 3,64,324"
1325,3,3,Rural,2021,"AED 1,58,642"
1639,5,3,Rural,1986,"AED 1,29,667"
2661,5,1,Rural,1959,"AED 2,71,207"
1828,3,3,Urban,1965,"AED 1,65,426"
1079,3,2,Urban,2020,"AED 1,12,676"
1473,4,2,Suburb,1959,"AED 2,18,341"
1376,3,3,Rural,2019,"AED 1,36,297"
2892,3,1,Urban,1951,"AED 3,88,168"
1918,3,3,Urban,1965,"AED 1,52,682"
1332,4,1,Urban,1985,"AED 1,91,123"
2198,3,2,Suburb,1957,"AED 1,94,853"
2680,2,2,Suburb,1993,"AED 2,84,684"
1440,5,2,Urban,2015,"AED 1,37,013"
1125,2,1,Suburb,2004,"AED 2,35,085"
2717,4,3,Rural,1956,"AED 3,09,736"
1218,4,1,Suburb,1962,"AED 76,999"
1947,4,1,Rural,1958,"AED 1,65,637"
1277,4,2,Suburb,2017,"AED 1,04,910"
2508,4,3,Rural,1954,"AED 3,08,884"
1594,5,1,Suburb,2004,"AED 1,60,640"
1934,3,3,Suburb,1969,"AED 2,35,038"
1140,2,1,Rural,2013,"AED 1,74,264"
1845,2,1,Rural,1967,"AED 1,29,414"
2007,3,2,Rural,1999,"AED 2,99,796"
2630,4,2,Urban,2003,"AED 2,34,507"
1876,3,2,Suburb,1992,"AED 2,70,882"
2729,4,3,Suburb,2001,"AED 2,96,948"
1109,5,1,Urban,1993,"AED 2,36,085"
2075,2,2,Suburb,1967,"AED 2,00,795"
2638,2,3,Rural,1955,"AED 2,60,561"
1612,5,3,Rural,2013,"AED 2,26,682"
2677,5,1,Urban,1984,"AED 2,47,842"
1712,4,2,Suburb,1997,"AED 1,33,626"
2993,3,2,Suburb,1958,"AED 3,56,881"
2342,4,2,Urban,2012,"AED 3,10,359"
2222,4,2,Rural,2012,"AED 3,03,978"
1795,2,3,Rural,2019,"AED 2,32,657"
1728,4,2,Suburb,1959,"AED 1,66,112"
2069,3,2,Rural,1987,"AED 2,37,147"
1504,4,3,Suburb,1966,"AED 1,30,733"
2563,2,1,Rural,2018,"AED 3,53,285"
2537,3,1,Rural,1979,"AED 2,97,015"
2918,3,3,Suburb,2013,"AED 3,53,510"
2040,2,3,Suburb,1970,"AED 2,46,170"
1314,2,2,Rural,1961,"AED 1,30,633"
2459,4,1,Suburb,1964,"AED 3,53,587"
2411,2,1,Rural,2015,"AED 2,59,564"
1076,5,2,Suburb,2005,"AED 2,01,663"
1977,2,2,Urban,1990,"AED 2,02,005"
1898,5,2,Suburb,1969,"AED 3,51,062"
2394,2,2,Rural,1977,"AED 2,78,980"
2188,5,3,Rural,2010,"AED 2,31,329"
2632,5,3,Rural,2015,"AED 2,48,050"
2640,2,2,Urban,1974,"AED 3,32,004"
2047,3,1,Rural,1969,"AED 2,17,933"
1711,3,1,Suburb,1951,"AED 1,28,163"
2058,5,1,Suburb,2001,"AED 2,15,359"
2537,3,1,Rural,1989,"AED 2,56,077"
2824,2,1,Suburb,1961,"AED 2,53,398"
2867,5,2,Rural,2021,"AED 3,81,750"
1853,4,1,Urban,2019,"AED 1,79,419"
2484,5,3,Rural,1994,"AED 2,55,811"
2161,4,3,Urban,1962,"AED 2,40,491"
2872,4,1,Rural,1986,"AED 3,32,330"
2597,5,3,Urban,2007,"AED 2,97,104"
2834,4,2,Urban,1966,"AED 4,21,462"
1708,3,1,Urban,1976,"AED 1,93,004"
2912,4,2,Suburb,1967,"AED 4,00,754"
2594,3,3,Suburb,1970,"AED 3,16,407"
1264,5,1,Suburb,1963,"AED 1,48,679"
1332,4,2,Urban,1957,"AED 1,89,908"
1187,4,2,Suburb,2008,"AED 1,58,489"
2086,3,2,Suburb,2009,"AED 2,63,594"
1819,3,2,Suburb,2013,"AED 1,69,404"
2302,5,2,Suburb,1988,"AED 2,41,616"
2565,5,3,Rural,1961,"AED 2,62,043"
2194,4,1,Urban,2019,"AED 3,01,853"
2526,2,2,Rural,2004,"AED 3,49,840"
2987,4,2,Urban,1974,"AED 3,07,701"
2556,4,3,Rural,1984,"AED 2,29,862"
1298,5,1,Suburb,1991,"AED 1,05,531"
1200,5,1,Suburb,1969,"AED 2,05,684"
2158,4,1,Rural,2008,"AED 2,13,667"
1271,3,1,Rural,1997,"AED 1,47,052"
1534,5,1,Suburb,1952,"AED 2,07,868"
2465,4,3,Suburb,2018,"AED 3,24,346"
2110,2,2,Rural,1965,"AED 1,41,830"
1030,4,1,Urban,2008,"AED 1,19,397"
2144,2,1,Rural,1970,"AED 2,42,961"
1068,2,2,Rural,1964,"AED 38,873"
2669,2,2,Rural,1987,"AED 2,34,252"
1882,4,1,Rural,1995,"AED 2,59,859"
1960,5,3,Rural,1991,"AED 1,74,654"
1826,3,2,Suburb,1992,"AED 2,69,777"
2519,3,2,Rural,1986,"AED 2,95,365"
1923,4,3,Suburb,2009,"AED 2,84,547"
2169,4,2,Suburb,2012,"AED 2,48,086"
1983,2,2,Rural,2004,"AED 2,31,293"
2356,5,1,Rural,2008,"AED 2,17,855"
1480,4,2,Rural,1987,"AED 1,33,983"
2929,3,2,Urban,2012,"AED 3,02,456"
2286,4,3,Urban,1965,"AED 2,80,827"
1292,5,2,Suburb,1997,"AED 1,75,799"
2452,5,3,Rural,1953,"AED 2,30,677"
1085,4,3,Suburb,2007,"AED 1,41,899"
2039,4,3,Rural,1976,"AED 1,94,322"
1727,5,2,Rural,1976,"AED 1,66,465"
1627,5,3,Rural,2002,"AED 97,818"
1117,2,1,Suburb,1975,"AED 2,03,359"
1269,4,2,Urban,1978,"AED 1,76,443"
2418,4,2,Suburb,1988,"AED 3,29,069"
1978,4,3,Suburb,1975,"AED 1,50,394"
1854,3,3,Urban,1960,"AED 1,85,656"
1161,2,3,Rural,2013,"AED 92,941"
1699,5,3,Suburb,1957,"AED 1,89,810"
2127,2,1,Rural,1962,"AED 2,60,512"
2676,3,2,Rural,1999,"AED 2,80,271"
1166,2,3,Urban,1950,"AED 1,20,043"
1299,3,1,Suburb,2014,"AED 1,86,735"
1027,2,3,Urban,1992,"AED 1,25,094"
2447,2,1,Suburb,1957,"AED 2,23,616"
2807,2,2,Urban,1982,"AED 3,42,769"
1561,4,1,Rural,2005,"AED 1,94,267"
1882,5,3,Urban,1968,"AED 1,45,310"
1155,2,2,Rural,1970,"AED 1,75,084"
2347,4,3,Suburb,1971,"AED 3,23,032"
2371,4,2,Suburb,1971,"AED 2,33,695"
2144,4,3,Urban,2000,"AED 2,47,708"
2979,3,1,Urban,1998,"AED 2,01,445"
1651,2,2,Rural,1957,"AED 91,906"
2551,5,1,Suburb,2017,"AED 2,71,546"
1820,2,1,Rural,1956,"AED 2,34,636"
2973,2,3,Urban,2010,"AED 2,81,398"
1560,5,2,Urban,1963,"AED 1,62,609"
2187,4,1,Urban,2019,"AED 2,73,298"
2085,2,3,Urban,2005,"AED 2,84,387"
2363,4,3,Suburb,1987,"AED 3,13,710"
2689,4,1,Rural,1980,"AED 3,34,360"
1311,4,1,Suburb,1971,"AED 1,00,304"
1375,5,1,Suburb,1999,"AED 1,26,841"
2369,4,3,Suburb,1950,"AED 2,47,947"
1149,2,2,Urban,1991,"AED 80,121"
2911,4,3,Urban,1995,"AED 3,19,871"
1584,3,1,Rural,2014,"AED 1,54,638"
1580,3,3,Suburb,1976,"AED 1,56,781"
1976,3,2,Urban,1998,"AED 2,16,739"
1176,4,3,Suburb,2008,"AED 89,442"
1353,2,3,Suburb,1951,"AED 2,29,535"
1513,2,3,Suburb,1968,"AED 1,77,290"
1308,4,3,Urban,1960,"AED 2,05,481"
1118,4,3,Suburb,1981,"AED 1,48,255"
2542,5,1,Rural,1999,"AED 2,31,010"
1766,4,2,Urban,2016,"AED 2,66,096"
1995,3,1,Rural,1978,"AED 2,46,563"
1972,5,3,Urban,2005,"AED 2,26,744"
1915,5,3,Suburb,1968,"AED 2,11,971"
1477,4,3,Suburb,2008,"AED 1,80,142"
2437,4,2,Suburb,1980,"AED 2,27,891"
1586,5,1,Urban,1950,"AED 2,05,808"
1350,5,1,Rural,2000,"AED 1,73,627"
2529,5,3,Rural,2003,"AED 2,22,101"
1194,5,1,Suburb,1999,"AED 1,39,426"
2210,5,2,Rural,2017,"AED 2,16,715"
2473,2,1,Rural,2020,"AED 2,39,811"
1495,5,3,Rural,1973,"AED 1,79,354"
1514,5,1,Suburb,1973,"AED 1,90,109"
1695,2,1,Urban,1960,"AED 1,41,826"
2870,3,1,Suburb,1980,"AED 2,71,986"
1272,3,1,Suburb,1995,"AED 2,11,704"
1879,3,2,Rural,2019,"AED 1,45,231"
1051,3,3,Suburb,2003,"AED 78,634"
1262,4,1,Rural,1962,"AED 1,23,315"
2391,4,1,Suburb,2014,"AED 1,97,453"
1132,5,1,Suburb,1975,"AED 1,20,777"
1993,5,2,Urban,1979,"AED 2,31,655"
2248,3,3,Rural,2009,"AED 2,25,690"
1309,3,2,Suburb,1969,"AED 48,446"
2596,2,3,Suburb,1963,"AED 3,20,423"
2900,2,1,Urban,2010,"AED 2,78,552"
1015,2,3,Rural,1986,"AED 90,180"
2764,3,3,Suburb,1974,"AED 2,03,824"
1194,2,3,Rural,1992,"AED 1,61,255"
2786,5,1,Suburb,2019,"AED 3,31,189"
2466,3,2,Rural,1994,"AED 2,67,887"
1302,4,1,Rural,1986,"AED 1,75,620"
2071,3,2,Suburb,1993,"AED 2,07,689"
2770,4,2,Urban,1968,"AED 3,74,690"
2144,4,2,Suburb,1975,"AED 2,88,968"
2522,3,2,Urban,2021,"AED 2,56,785"
1831,2,2,Urban,1999,"AED 1,90,716"
1561,5,1,Suburb,1951,"AED 85,324"
2492,3,1,Suburb,1959,"AED 2,36,868"
1040,2,2,Urban,1983,"AED 1,24,180"
2479,4,3,Suburb,2019,"AED 2,72,821"
1533,4,1,Suburb,1978,"AED 87,991"
1370,4,2,Urban,1996,"AED 2,02,179"
2205,4,2,Suburb,1967,"AED 4,45,343"
1516,3,3,Suburb,2019,"AED 64,576"
1656,5,3,Rural,1973,"AED 2,57,845"
2892,4,2,Urban,1969,"AED 3,83,763"
1589,2,3,Rural,1981,"AED 1,85,256"
1230,2,1,Rural,1975,"AED 1,51,490"
1808,5,2,Suburb,1992,"AED 2,40,865"
2371,5,1,Urban,2013,"AED 3,29,574"
1478,5,2,Urban,1952,"AED 2,31,631"
2232,4,1,Suburb,1977,"AED 2,33,112"
1674,3,2,Rural,1956,"AED 1,46,639"
2703,4,1,Urban,1989,"AED 3,33,177"
1277,4,3,Rural,2017,"AED 2,25,573"
2772,2,2,Suburb,1980,"AED 3,53,572"
2711,3,2,Suburb,1977,"AED 2,08,968"
1052,3,2,Rural,1986,"AED 1,85,909"
2884,2,2,Rural,1956,"AED 3,19,732"
2033,2,1,Urban,1997,"AED 2,46,973"
2681,2,2,Urban,1990,"AED 2,11,790"
2762,5,3,Suburb,1992,"AED 3,17,257"
1747,3,1,Rural,2020,"AED 2,00,905"
1463,2,2,Rural,2008,"AED 1,55,610"
1753,2,2,Suburb,1986,"AED 2,15,737"
2840,2,1,Rural,1953,"AED 2,88,421"
1582,4,1,Rural,1994,"AED 83,692"
1157,3,2,Rural,1984,"AED 1,02,863"
1018,3,1,Suburb,1969,"AED 1,45,995"
1054,5,3,Rural,1980,"AED 86,144"
2979,4,2,Urban,1950,"AED 3,02,339"
2750,3,2,Urban,1995,"AED 3,56,535"
2991,5,1,Suburb,2020,"AED 3,25,816"
1720,5,3,Suburb,2005,"AED 2,36,732"
2044,2,3,Urban,2002,"AED 2,86,988"
2305,5,2,Rural,1995,"AED 2,06,332"
1760,5,3,Rural,1958,"AED 1,67,529"
2563,4,3,Suburb,2004,"AED 2,52,445"
2018,2,3,Rural,2020,"AED 2,23,769"
2958,2,2,Urban,2018,"AED 2,63,085"
2440,2,2,Rural,1989,"AED 3,35,116"
1807,5,3,Rural,1998,"AED 1,43,136"
1722,2,3,Urban,1976,"AED 2,35,183"
1284,3,2,Suburb,1951,"AED 2,15,673"
2555,4,2,Rural,1964,"AED 1,76,222"
2555,4,1,Rural,2008,"AED 2,08,030"
1510,5,1,Rural,1953,"AED 1,61,719"
2865,2,3,Rural,2012,"AED 3,23,981"
2021,4,2,Rural,1968,"AED 1,97,991"
2419,5,2,Suburb,1980,"AED 2,37,640"
1119,5,2,Rural,2003,"AED 1,38,934"
1096,4,3,Urban,1961,"AED 1,02,945"
1119,2,1,Suburb,2003,"AED 14,947"
2560,2,2,Urban,1984,"AED 2,43,643"
2176,3,2,Rural,2002,"AED 1,76,581"
2268,3,1,Suburb,2013,"AED 2,51,692"
2795,2,2,Rural,1965,"AED 2,58,678"
2539,3,2,Urban,2010,"AED 2,23,232"
1392,3,1,Urban,1981,"AED 1,50,364"
2166,4,1,Rural,1957,"AED 1,90,469"
2527,2,2,Rural,1985,"AED 1,76,234"
1793,4,2,Suburb,1958,"AED 2,04,446"
2870,4,2,Suburb,2004,"AED 2,54,647"
2881,5,1,Rural,2013,"AED 3,41,975"
1219,2,2,Suburb,2000,"AED 1,60,231"
1838,4,1,Suburb,1980,"AED 1,66,938"
1159,3,2,Suburb,1956,"AED 1,99,402"
2099,5,3,Urban,1951,"AED 2,78,043"
1610,3,2,Urban,2004,"AED 1,37,939"
2715,5,2,Rural,1958,"AED 3,74,665"
1638,3,2,Suburb,1961,"AED 20,171"
2055,3,3,Rural,2002,"AED 2,87,608"
1776,3,1,Urban,1965,"AED 2,26,647"
1333,4,2,Suburb,2015,"AED 1,26,149"
2548,2,1,Suburb,1986,"AED 2,32,176"
2463,5,1,Urban,1955,"AED 2,59,841"
1891,4,3,Suburb,1998,"AED 2,05,817"
1939,5,3,Suburb,1960,"AED 1,46,693"
1351,4,2,Rural,1965,"AED 1,75,512"
2362,5,2,Rural,2020,"AED 3,23,538"
1925,5,3,Urban,1971,"AED 2,90,788"
2423,3,3,Rural,2009,"AED 2,40,956"
1395,5,2,Rural,1957,"AED 1,80,093"
2225,5,2,Suburb,1955,"AED 3,13,449"
2985,3,1,Rural,1984,"AED 3,13,474"
1529,4,2,Rural,1969,"AED 2,55,498"
2932,4,3,Suburb,2010,"AED 2,73,158"
2116,2,1,Rural,1985,"AED 2,04,526"
2815,2,1,Rural,1995,"AED 2,19,761"
1357,2,1,Urban,1960,"AED 1,81,792"
2419,2,1,Suburb,1968,"AED 2,07,982"
1827,5,1,Rural,1985,"AED 2,53,529"
1059,5,1,Rural,1964,"AED 1,69,398"
1476,2,3,Rural,2015,"AED 2,52,894"
2749,3,3,Rural,1955,"AED 3,20,264"
1611,2,2,Suburb,1995,"AED 1,82,349"
1000,4,3,Rural,1961,"AED 56,985"
2578,5,3,Urban,1991,"AED 3,16,085"
1310,3,2,Urban,1962,"AED 2,23,576"
1167,4,1,Rural,1992,"AED 2,16,190"
1191,3,3,Rural,2002,"AED 1,28,032"
2057,3,3,Suburb,1971,"AED 2,33,763"
